Loading miniconda version 22.11.1-1
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=32, bias=True)
  (11): GELU(approximate='none')
  (12): Linear(in_features=32, out_features=32, bias=True)
  (13): GELU(approximate='none')
  (14): Linear(in_features=32, out_features=2, bias=True)
)
tensor(5.0159, grad_fn=<MeanBackward1>) 0
tensor(1.0436, grad_fn=<MeanBackward1>) 93100
tensor(1.1305, grad_fn=<MeanBackward1>) 93200
tensor(1.6790, grad_fn=<MeanBackward1>) 93300
tensor(1.3535, grad_fn=<MeanBackward1>) 93400
tensor(2.3860, grad_fn=<MeanBackward1>) 93500
tensor(1.2430, grad_fn=<MeanBackward1>) 93600
tensor(1.2219, grad_fn=<MeanBackward1>) 93700
tensor(0.8345, grad_fn=<MeanBackward1>) 93800
tensor(1.6714, grad_fn=<MeanBackward1>) 93900
tensor(2.0574, grad_fn=<MeanBackward1>) 94000
tensor(0.8670, grad_fn=<MeanBackward1>) 94100
tensor(1.6494, grad_fn=<MeanBackward1>) 94200
tensor(1.1181, grad_fn=<MeanBackward1>) 94300
tensor(1.7864, grad_fn=<MeanBackward1>) 94400
tensor(0.8938, grad_fn=<MeanBackward1>) 94500
tensor(0.9635, grad_fn=<MeanBackward1>) 94600
tensor(1.1910, grad_fn=<MeanBackward1>) 94700
tensor(1.5242, grad_fn=<MeanBackward1>) 94800
tensor(3.7285, grad_fn=<MeanBackward1>) 94900
tensor(1.7564, grad_fn=<MeanBackward1>) 95000
tensor(1.4566, grad_fn=<MeanBackward1>) 95100
tensor(1.1137, grad_fn=<MeanBackward1>) 95200
tensor(1.2852, grad_fn=<MeanBackward1>) 95300
tensor(1.1971, grad_fn=<MeanBackward1>) 95400
tensor(1.2840, grad_fn=<MeanBackward1>) 95500
tensor(0.8589, grad_fn=<MeanBackward1>) 95600
tensor(2.2830, grad_fn=<MeanBackward1>) 95700
tensor(2.9553, grad_fn=<MeanBackward1>) 95800
tensor(1.1750, grad_fn=<MeanBackward1>) 95900
tensor(1.8678, grad_fn=<MeanBackward1>) 96000
tensor(0.8672, grad_fn=<MeanBackward1>) 96100
tensor(1.5254, grad_fn=<MeanBackward1>) 96200
tensor(2.2689, grad_fn=<MeanBackward1>) 96300
tensor(1.2660, grad_fn=<MeanBackward1>) 96400
tensor(1.3582, grad_fn=<MeanBackward1>) 96500
tensor(1.2639, grad_fn=<MeanBackward1>) 96600
tensor(1.3722, grad_fn=<MeanBackward1>) 96700
tensor(1.2913, grad_fn=<MeanBackward1>) 96800
tensor(0.9081, grad_fn=<MeanBackward1>) 96900
tensor(1.7243, grad_fn=<MeanBackward1>) 97000
tensor(1.2367, grad_fn=<MeanBackward1>) 97100
tensor(1.1802, grad_fn=<MeanBackward1>) 97200
tensor(0.8804, grad_fn=<MeanBackward1>) 97300
tensor(1.1038, grad_fn=<MeanBackward1>) 97400
tensor(0.8007, grad_fn=<MeanBackward1>) 97500
tensor(1.9518, grad_fn=<MeanBackward1>) 97600
tensor(1.1279, grad_fn=<MeanBackward1>) 97700
tensor(1.9048, grad_fn=<MeanBackward1>) 97800
tensor(4.0633, grad_fn=<MeanBackward1>) 97900
tensor(1.6147, grad_fn=<MeanBackward1>) 98000
tensor(4.0421, grad_fn=<MeanBackward1>) 98100
tensor(1.0652, grad_fn=<MeanBackward1>) 98200
tensor(1.2295, grad_fn=<MeanBackward1>) 98300
tensor(1.0142, grad_fn=<MeanBackward1>) 98400
tensor(1.3604, grad_fn=<MeanBackward1>) 98500
tensor(2.5117, grad_fn=<MeanBackward1>) 98600
tensor(1.3334, grad_fn=<MeanBackward1>) 98700
tensor(2.7570, grad_fn=<MeanBackward1>) 98800
tensor(1.2805, grad_fn=<MeanBackward1>) 98900
tensor(1.1279, grad_fn=<MeanBackward1>) 99000
tensor(1.5802, grad_fn=<MeanBackward1>) 99100
tensor(1.2167, grad_fn=<MeanBackward1>) 99200
tensor(2.3112, grad_fn=<MeanBackward1>) 99300
tensor(2.5462, grad_fn=<MeanBackward1>) 99400
tensor(1.3406, grad_fn=<MeanBackward1>) 99500
tensor(3.7157, grad_fn=<MeanBackward1>) 99600
tensor(1.0750, grad_fn=<MeanBackward1>) 99700
tensor(1.5066, grad_fn=<MeanBackward1>) 99800
tensor(1.5871, grad_fn=<MeanBackward1>) 99900
tensor(1.2143, grad_fn=<MeanBackward1>) 100000
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=2, bias=True)
)
tensor(2.1823, grad_fn=<MeanBackward1>) 0
tensor(3.4238, grad_fn=<MeanBackward1>) 100
tensor(1.6181, grad_fn=<MeanBackward1>) 200
tensor(1.2668, grad_fn=<MeanBackward1>) 300
tensor(1.8966, grad_fn=<MeanBackward1>) 400
tensor(1.2514, grad_fn=<MeanBackward1>) 500
tensor(2.9182, grad_fn=<MeanBackward1>) 600
tensor(1.0331, grad_fn=<MeanBackward1>) 700
tensor(2.0510, grad_fn=<MeanBackward1>) 800
tensor(1.3202, grad_fn=<MeanBackward1>) 900
tensor(1.1129, grad_fn=<MeanBackward1>) 1000
tensor(0.8755, grad_fn=<MeanBackward1>) 1100
tensor(1.9031, grad_fn=<MeanBackward1>) 1200
tensor(1.6412, grad_fn=<MeanBackward1>) 1300
tensor(1.5421, grad_fn=<MeanBackward1>) 1400
tensor(1.4956, grad_fn=<MeanBackward1>) 1500
tensor(9.1091, grad_fn=<MeanBackward1>) 1600
tensor(1.3423, grad_fn=<MeanBackward1>) 1700
tensor(1.0820, grad_fn=<MeanBackward1>) 1800
tensor(1.6127, grad_fn=<MeanBackward1>) 1900
tensor(1.2775, grad_fn=<MeanBackward1>) 2000
tensor(1.3174, grad_fn=<MeanBackward1>) 2100
tensor(2.1171, grad_fn=<MeanBackward1>) 2200
tensor(0.8425, grad_fn=<MeanBackward1>) 2300
tensor(1.0976, grad_fn=<MeanBackward1>) 2400
tensor(1.0387, grad_fn=<MeanBackward1>) 2500
tensor(2.4782, grad_fn=<MeanBackward1>) 2600
tensor(0.6710, grad_fn=<MeanBackward1>) 2700
tensor(0.8728, grad_fn=<MeanBackward1>) 2800
tensor(0.9210, grad_fn=<MeanBackward1>) 2900
tensor(0.7591, grad_fn=<MeanBackward1>) 3000
tensor(0.8033, grad_fn=<MeanBackward1>) 3100
tensor(0.8837, grad_fn=<MeanBackward1>) 3200
tensor(0.4777, grad_fn=<MeanBackward1>) 3300
tensor(1.4716, grad_fn=<MeanBackward1>) 3400
tensor(1.6246, grad_fn=<MeanBackward1>) 3500
tensor(1.0642, grad_fn=<MeanBackward1>) 3600
tensor(1.3316, grad_fn=<MeanBackward1>) 3700
tensor(1.0075, grad_fn=<MeanBackward1>) 3800
tensor(2.0100, grad_fn=<MeanBackward1>) 3900
tensor(1.1331, grad_fn=<MeanBackward1>) 4000
tensor(0.7661, grad_fn=<MeanBackward1>) 4100
tensor(0.6854, grad_fn=<MeanBackward1>) 4200
tensor(2.2583, grad_fn=<MeanBackward1>) 4300
tensor(0.9197, grad_fn=<MeanBackward1>) 4400
tensor(0.8564, grad_fn=<MeanBackward1>) 4500
tensor(1.7165, grad_fn=<MeanBackward1>) 4600
tensor(0.9578, grad_fn=<MeanBackward1>) 4700
tensor(1.5925, grad_fn=<MeanBackward1>) 4800
tensor(0.7790, grad_fn=<MeanBackward1>) 4900
tensor(3.0131, grad_fn=<MeanBackward1>) 5000
tensor(3.8388, grad_fn=<MeanBackward1>) 5100
tensor(1.4030, grad_fn=<MeanBackward1>) 5200
tensor(0.6846, grad_fn=<MeanBackward1>) 5300
tensor(1.8893, grad_fn=<MeanBackward1>) 5400
tensor(2.7652, grad_fn=<MeanBackward1>) 5500
tensor(0.6955, grad_fn=<MeanBackward1>) 5600
tensor(0.9510, grad_fn=<MeanBackward1>) 5700
tensor(1.6048, grad_fn=<MeanBackward1>) 5800
tensor(1.4226, grad_fn=<MeanBackward1>) 5900
tensor(0.7987, grad_fn=<MeanBackward1>) 6000
tensor(1.7722, grad_fn=<MeanBackward1>) 6100
tensor(0.7684, grad_fn=<MeanBackward1>) 6200
tensor(1.4439, grad_fn=<MeanBackward1>) 6300
tensor(1.1517, grad_fn=<MeanBackward1>) 6400
tensor(0.6125, grad_fn=<MeanBackward1>) 6500
tensor(1.7486, grad_fn=<MeanBackward1>) 6600
tensor(1.2088, grad_fn=<MeanBackward1>) 6700
tensor(0.7717, grad_fn=<MeanBackward1>) 6800
tensor(0.9013, grad_fn=<MeanBackward1>) 6900
tensor(1.0068, grad_fn=<MeanBackward1>) 7000
tensor(2.2436, grad_fn=<MeanBackward1>) 7100
tensor(0.7369, grad_fn=<MeanBackward1>) 7200
tensor(0.9274, grad_fn=<MeanBackward1>) 7300
tensor(1.4955, grad_fn=<MeanBackward1>) 7400
tensor(2.9607, grad_fn=<MeanBackward1>) 7500
tensor(1.8076, grad_fn=<MeanBackward1>) 7600
tensor(0.9679, grad_fn=<MeanBackward1>) 7700
tensor(0.8386, grad_fn=<MeanBackward1>) 7800
tensor(0.5520, grad_fn=<MeanBackward1>) 7900
tensor(0.7550, grad_fn=<MeanBackward1>) 8000
tensor(0.8783, grad_fn=<MeanBackward1>) 8100
tensor(0.6827, grad_fn=<MeanBackward1>) 8200
tensor(0.6827, grad_fn=<MeanBackward1>) 8300
tensor(0.5492, grad_fn=<MeanBackward1>) 8400
tensor(1.7563, grad_fn=<MeanBackward1>) 8500
tensor(1.0349, grad_fn=<MeanBackward1>) 8600
tensor(1.1402, grad_fn=<MeanBackward1>) 8700
tensor(4.0599, grad_fn=<MeanBackward1>) 8800
tensor(0.8568, grad_fn=<MeanBackward1>) 8900
tensor(7.3889, grad_fn=<MeanBackward1>) 9000
tensor(0.8554, grad_fn=<MeanBackward1>) 9100
tensor(0.9779, grad_fn=<MeanBackward1>) 9200
tensor(0.6174, grad_fn=<MeanBackward1>) 9300
tensor(1.2682, grad_fn=<MeanBackward1>) 9400
tensor(0.7244, grad_fn=<MeanBackward1>) 9500
tensor(0.8557, grad_fn=<MeanBackward1>) 9600
tensor(1.1540, grad_fn=<MeanBackward1>) 9700
tensor(1.7232, grad_fn=<MeanBackward1>) 9800
tensor(0.5636, grad_fn=<MeanBackward1>) 9900
tensor(1.5873, grad_fn=<MeanBackward1>) 10000
tensor(2.2721, grad_fn=<MeanBackward1>) 10100
tensor(1.5860, grad_fn=<MeanBackward1>) 10200
tensor(1.3310, grad_fn=<MeanBackward1>) 10300
tensor(0.9278, grad_fn=<MeanBackward1>) 10400
tensor(1.0377, grad_fn=<MeanBackward1>) 10500
tensor(0.9541, grad_fn=<MeanBackward1>) 10600
tensor(0.7598, grad_fn=<MeanBackward1>) 10700
tensor(1.2120, grad_fn=<MeanBackward1>) 10800
tensor(0.8757, grad_fn=<MeanBackward1>) 10900
tensor(0.7740, grad_fn=<MeanBackward1>) 11000
tensor(0.6540, grad_fn=<MeanBackward1>) 11100
tensor(1.0822, grad_fn=<MeanBackward1>) 11200
tensor(1.7343, grad_fn=<MeanBackward1>) 11300
tensor(1.1209, grad_fn=<MeanBackward1>) 11400
tensor(0.5514, grad_fn=<MeanBackward1>) 11500
tensor(0.5041, grad_fn=<MeanBackward1>) 11600
tensor(1.4389, grad_fn=<MeanBackward1>) 11700
tensor(0.5748, grad_fn=<MeanBackward1>) 11800
tensor(1.4613, grad_fn=<MeanBackward1>) 11900
tensor(0.7142, grad_fn=<MeanBackward1>) 12000
tensor(0.8690, grad_fn=<MeanBackward1>) 12100
tensor(1.1194, grad_fn=<MeanBackward1>) 12200
tensor(0.9682, grad_fn=<MeanBackward1>) 12300
tensor(1.9824, grad_fn=<MeanBackward1>) 12400
tensor(0.8027, grad_fn=<MeanBackward1>) 12500
tensor(20.1914, grad_fn=<MeanBackward1>) 12600
tensor(0.5761, grad_fn=<MeanBackward1>) 12700
tensor(0.7466, grad_fn=<MeanBackward1>) 12800
tensor(0.8444, grad_fn=<MeanBackward1>) 12900
tensor(1.5546, grad_fn=<MeanBackward1>) 13000
tensor(0.6645, grad_fn=<MeanBackward1>) 13100
tensor(1.1991, grad_fn=<MeanBackward1>) 13200
tensor(2.0513, grad_fn=<MeanBackward1>) 13300
tensor(0.6305, grad_fn=<MeanBackward1>) 13400
tensor(0.6132, grad_fn=<MeanBackward1>) 13500
tensor(2.6753, grad_fn=<MeanBackward1>) 13600
tensor(0.8470, grad_fn=<MeanBackward1>) 13700
tensor(0.6906, grad_fn=<MeanBackward1>) 13800
tensor(1.5497, grad_fn=<MeanBackward1>) 13900
tensor(1.2034, grad_fn=<MeanBackward1>) 14000
tensor(0.8109, grad_fn=<MeanBackward1>) 14100
tensor(2.5469, grad_fn=<MeanBackward1>) 14200
tensor(1.1060, grad_fn=<MeanBackward1>) 14300
tensor(1.3866, grad_fn=<MeanBackward1>) 14400
tensor(2.2807, grad_fn=<MeanBackward1>) 14500
tensor(0.5877, grad_fn=<MeanBackward1>) 14600
tensor(0.9864, grad_fn=<MeanBackward1>) 14700
tensor(4.4142, grad_fn=<MeanBackward1>) 14800
tensor(1.0332, grad_fn=<MeanBackward1>) 14900
tensor(0.7534, grad_fn=<MeanBackward1>) 15000
tensor(1.1064, grad_fn=<MeanBackward1>) 15100
tensor(0.7687, grad_fn=<MeanBackward1>) 15200
tensor(6.7372, grad_fn=<MeanBackward1>) 15300
tensor(0.7867, grad_fn=<MeanBackward1>) 15400
tensor(0.8486, grad_fn=<MeanBackward1>) 15500
tensor(0.7809, grad_fn=<MeanBackward1>) 15600
tensor(1.8034, grad_fn=<MeanBackward1>) 15700
tensor(2.1673, grad_fn=<MeanBackward1>) 15800
tensor(1.4356, grad_fn=<MeanBackward1>) 15900
tensor(5.3754, grad_fn=<MeanBackward1>) 16000
tensor(2.6286, grad_fn=<MeanBackward1>) 16100
tensor(1.2255, grad_fn=<MeanBackward1>) 16200
tensor(0.9305, grad_fn=<MeanBackward1>) 16300
tensor(1.3327, grad_fn=<MeanBackward1>) 16400
tensor(2.5677, grad_fn=<MeanBackward1>) 16500
tensor(0.5537, grad_fn=<MeanBackward1>) 16600
tensor(0.5378, grad_fn=<MeanBackward1>) 16700
tensor(6.4438, grad_fn=<MeanBackward1>) 16800
tensor(0.5415, grad_fn=<MeanBackward1>) 16900
tensor(0.8360, grad_fn=<MeanBackward1>) 17000
tensor(1.3459, grad_fn=<MeanBackward1>) 17100
tensor(0.7607, grad_fn=<MeanBackward1>) 17200
tensor(1.2151, grad_fn=<MeanBackward1>) 17300
tensor(1.5330, grad_fn=<MeanBackward1>) 17400
tensor(1.9912, grad_fn=<MeanBackward1>) 17500
tensor(1.1760, grad_fn=<MeanBackward1>) 17600
tensor(0.6242, grad_fn=<MeanBackward1>) 17700
tensor(0.6700, grad_fn=<MeanBackward1>) 17800
tensor(0.8449, grad_fn=<MeanBackward1>) 17900
tensor(1.5357, grad_fn=<MeanBackward1>) 18000
tensor(0.5089, grad_fn=<MeanBackward1>) 18100
tensor(3.8476, grad_fn=<MeanBackward1>) 18200
tensor(0.5032, grad_fn=<MeanBackward1>) 18300
tensor(1.2813, grad_fn=<MeanBackward1>) 18400
tensor(0.7154, grad_fn=<MeanBackward1>) 18500
tensor(0.8817, grad_fn=<MeanBackward1>) 18600
tensor(2.1104, grad_fn=<MeanBackward1>) 18700
tensor(0.6369, grad_fn=<MeanBackward1>) 18800
tensor(0.6289, grad_fn=<MeanBackward1>) 18900
tensor(1.3094, grad_fn=<MeanBackward1>) 19000
tensor(1.4514, grad_fn=<MeanBackward1>) 19100
tensor(1.2052, grad_fn=<MeanBackward1>) 19200
tensor(1.1557, grad_fn=<MeanBackward1>) 19300
tensor(0.9732, grad_fn=<MeanBackward1>) 19400
tensor(1.5377, grad_fn=<MeanBackward1>) 19500
tensor(1.3546, grad_fn=<MeanBackward1>) 19600
tensor(1.8388, grad_fn=<MeanBackward1>) 19700
tensor(0.7315, grad_fn=<MeanBackward1>) 19800
tensor(0.9906, grad_fn=<MeanBackward1>) 19900
tensor(1.0468, grad_fn=<MeanBackward1>) 20000
tensor(0.6149, grad_fn=<MeanBackward1>) 20100
tensor(0.8785, grad_fn=<MeanBackward1>) 20200
tensor(1.1718, grad_fn=<MeanBackward1>) 20300
tensor(0.7236, grad_fn=<MeanBackward1>) 20400
tensor(0.5677, grad_fn=<MeanBackward1>) 20500
tensor(1.0576, grad_fn=<MeanBackward1>) 20600
tensor(0.9583, grad_fn=<MeanBackward1>) 20700
tensor(0.8171, grad_fn=<MeanBackward1>) 20800
tensor(1.4068, grad_fn=<MeanBackward1>) 20900
tensor(0.6922, grad_fn=<MeanBackward1>) 21000
tensor(0.6617, grad_fn=<MeanBackward1>) 21100
tensor(3.3747, grad_fn=<MeanBackward1>) 21200
tensor(1.5495, grad_fn=<MeanBackward1>) 21300
tensor(0.8242, grad_fn=<MeanBackward1>) 21400
tensor(0.7056, grad_fn=<MeanBackward1>) 21500
tensor(3.5427, grad_fn=<MeanBackward1>) 21600
tensor(2.8068, grad_fn=<MeanBackward1>) 21700
tensor(0.7254, grad_fn=<MeanBackward1>) 21800
tensor(2.8210, grad_fn=<MeanBackward1>) 21900
tensor(0.8993, grad_fn=<MeanBackward1>) 22000
tensor(1.2685, grad_fn=<MeanBackward1>) 22100
tensor(0.6783, grad_fn=<MeanBackward1>) 22200
tensor(0.7077, grad_fn=<MeanBackward1>) 22300
tensor(0.9669, grad_fn=<MeanBackward1>) 22400
tensor(1.6876, grad_fn=<MeanBackward1>) 22500
tensor(2.0148, grad_fn=<MeanBackward1>) 22600
tensor(0.9037, grad_fn=<MeanBackward1>) 22700
tensor(0.5938, grad_fn=<MeanBackward1>) 22800
tensor(0.7187, grad_fn=<MeanBackward1>) 22900
tensor(1.0329, grad_fn=<MeanBackward1>) 23000
tensor(0.5916, grad_fn=<MeanBackward1>) 23100
tensor(1.0402, grad_fn=<MeanBackward1>) 23200
tensor(0.4996, grad_fn=<MeanBackward1>) 23300
tensor(0.9022, grad_fn=<MeanBackward1>) 23400
tensor(0.8927, grad_fn=<MeanBackward1>) 23500
tensor(1.2425, grad_fn=<MeanBackward1>) 23600
tensor(0.8084, grad_fn=<MeanBackward1>) 23700
tensor(0.6521, grad_fn=<MeanBackward1>) 23800
tensor(0.7449, grad_fn=<MeanBackward1>) 23900
tensor(1.2070, grad_fn=<MeanBackward1>) 24000
tensor(0.8106, grad_fn=<MeanBackward1>) 24100
tensor(3.0018, grad_fn=<MeanBackward1>) 24200
tensor(1.4830, grad_fn=<MeanBackward1>) 24300
tensor(1.0549, grad_fn=<MeanBackward1>) 24400
tensor(1.6005, grad_fn=<MeanBackward1>) 24500
tensor(0.6317, grad_fn=<MeanBackward1>) 24600
tensor(1.2970, grad_fn=<MeanBackward1>) 24700
tensor(1.3540, grad_fn=<MeanBackward1>) 24800
tensor(4.6945, grad_fn=<MeanBackward1>) 24900
tensor(2.5080, grad_fn=<MeanBackward1>) 25000
tensor(0.5969, grad_fn=<MeanBackward1>) 25100
tensor(4.6786, grad_fn=<MeanBackward1>) 25200
tensor(0.9650, grad_fn=<MeanBackward1>) 25300
tensor(0.6327, grad_fn=<MeanBackward1>) 25400
tensor(1.1811, grad_fn=<MeanBackward1>) 25500
tensor(1.7263, grad_fn=<MeanBackward1>) 25600
tensor(2.4522, grad_fn=<MeanBackward1>) 25700
tensor(0.8560, grad_fn=<MeanBackward1>) 25800
tensor(0.8347, grad_fn=<MeanBackward1>) 25900
tensor(0.7444, grad_fn=<MeanBackward1>) 26000
tensor(1.4249, grad_fn=<MeanBackward1>) 26100
tensor(1.7669, grad_fn=<MeanBackward1>) 26200
tensor(2.4674, grad_fn=<MeanBackward1>) 26300
tensor(1.2969, grad_fn=<MeanBackward1>) 26400
tensor(0.5693, grad_fn=<MeanBackward1>) 26500
tensor(0.9865, grad_fn=<MeanBackward1>) 26600
tensor(0.8518, grad_fn=<MeanBackward1>) 26700
tensor(0.9490, grad_fn=<MeanBackward1>) 26800
tensor(0.6423, grad_fn=<MeanBackward1>) 26900
tensor(1.4517, grad_fn=<MeanBackward1>) 27000
tensor(1.4372, grad_fn=<MeanBackward1>) 27100
tensor(2.1588, grad_fn=<MeanBackward1>) 27200
tensor(1.3719, grad_fn=<MeanBackward1>) 27300
tensor(0.9272, grad_fn=<MeanBackward1>) 27400
tensor(0.7109, grad_fn=<MeanBackward1>) 27500
tensor(3.8502, grad_fn=<MeanBackward1>) 27600
tensor(0.9739, grad_fn=<MeanBackward1>) 27700
tensor(1.5409, grad_fn=<MeanBackward1>) 27800
tensor(3.4339, grad_fn=<MeanBackward1>) 27900
tensor(1.9686, grad_fn=<MeanBackward1>) 28000
tensor(1.0788, grad_fn=<MeanBackward1>) 28100
tensor(1.8776, grad_fn=<MeanBackward1>) 28200
tensor(0.9470, grad_fn=<MeanBackward1>) 28300
tensor(0.9532, grad_fn=<MeanBackward1>) 28400
tensor(1.6977, grad_fn=<MeanBackward1>) 28500
tensor(0.6635, grad_fn=<MeanBackward1>) 28600
tensor(6.2926, grad_fn=<MeanBackward1>) 28700
tensor(2.4322, grad_fn=<MeanBackward1>) 28800
tensor(0.6945, grad_fn=<MeanBackward1>) 28900
tensor(0.5936, grad_fn=<MeanBackward1>) 29000
tensor(1.5335, grad_fn=<MeanBackward1>) 29100
tensor(2.9437, grad_fn=<MeanBackward1>) 29200
tensor(0.7465, grad_fn=<MeanBackward1>) 29300
tensor(0.8850, grad_fn=<MeanBackward1>) 29400
tensor(1.5003, grad_fn=<MeanBackward1>) 29500
tensor(0.9601, grad_fn=<MeanBackward1>) 29600
tensor(4.2897, grad_fn=<MeanBackward1>) 29700
tensor(2.9808, grad_fn=<MeanBackward1>) 29800
tensor(0.7146, grad_fn=<MeanBackward1>) 29900
tensor(1.0257, grad_fn=<MeanBackward1>) 30000
tensor(4.5832, grad_fn=<MeanBackward1>) 30100
tensor(1.5335, grad_fn=<MeanBackward1>) 30200
tensor(4.0564, grad_fn=<MeanBackward1>) 30300
tensor(0.8051, grad_fn=<MeanBackward1>) 30400
tensor(3.4287, grad_fn=<MeanBackward1>) 30500
tensor(0.7748, grad_fn=<MeanBackward1>) 30600
tensor(3.6725, grad_fn=<MeanBackward1>) 30700
tensor(0.8911, grad_fn=<MeanBackward1>) 30800
tensor(8.6490, grad_fn=<MeanBackward1>) 30900
tensor(0.9158, grad_fn=<MeanBackward1>) 31000
tensor(0.7386, grad_fn=<MeanBackward1>) 31100
tensor(0.9705, grad_fn=<MeanBackward1>) 31200
tensor(0.7330, grad_fn=<MeanBackward1>) 31300
tensor(1.0430, grad_fn=<MeanBackward1>) 31400
tensor(0.8696, grad_fn=<MeanBackward1>) 31500
tensor(1.0010, grad_fn=<MeanBackward1>) 31600
tensor(0.5613, grad_fn=<MeanBackward1>) 31700
tensor(1.2961, grad_fn=<MeanBackward1>) 31800
tensor(0.4901, grad_fn=<MeanBackward1>) 31900
tensor(0.7149, grad_fn=<MeanBackward1>) 32000
tensor(1.5008, grad_fn=<MeanBackward1>) 32100
tensor(2.3096, grad_fn=<MeanBackward1>) 32200
tensor(0.8013, grad_fn=<MeanBackward1>) 32300
tensor(1.0143, grad_fn=<MeanBackward1>) 32400
tensor(5.9458, grad_fn=<MeanBackward1>) 32500
tensor(1.7696, grad_fn=<MeanBackward1>) 32600
tensor(0.6582, grad_fn=<MeanBackward1>) 32700
tensor(0.5257, grad_fn=<MeanBackward1>) 32800
tensor(1.1197, grad_fn=<MeanBackward1>) 32900
tensor(0.7839, grad_fn=<MeanBackward1>) 33000
tensor(1.9535, grad_fn=<MeanBackward1>) 33100
tensor(1.0565, grad_fn=<MeanBackward1>) 33200
tensor(1.0222, grad_fn=<MeanBackward1>) 33300
tensor(2.6514, grad_fn=<MeanBackward1>) 33400
tensor(0.7328, grad_fn=<MeanBackward1>) 33500
tensor(2.1588, grad_fn=<MeanBackward1>) 33600
tensor(1.3936, grad_fn=<MeanBackward1>) 33700
tensor(1.4951, grad_fn=<MeanBackward1>) 33800
tensor(0.7265, grad_fn=<MeanBackward1>) 33900
tensor(0.7866, grad_fn=<MeanBackward1>) 34000
tensor(0.6435, grad_fn=<MeanBackward1>) 34100
tensor(0.7974, grad_fn=<MeanBackward1>) 34200
tensor(1.0259, grad_fn=<MeanBackward1>) 34300
tensor(0.6267, grad_fn=<MeanBackward1>) 34400
tensor(0.5523, grad_fn=<MeanBackward1>) 34500
tensor(0.7059, grad_fn=<MeanBackward1>) 34600
tensor(1.1162, grad_fn=<MeanBackward1>) 34700
tensor(1.0803, grad_fn=<MeanBackward1>) 34800
tensor(0.6710, grad_fn=<MeanBackward1>) 34900
tensor(1.1911, grad_fn=<MeanBackward1>) 35000
tensor(0.6612, grad_fn=<MeanBackward1>) 35100
tensor(1.9219, grad_fn=<MeanBackward1>) 35200
tensor(0.6782, grad_fn=<MeanBackward1>) 35300
tensor(0.6663, grad_fn=<MeanBackward1>) 35400
tensor(0.9903, grad_fn=<MeanBackward1>) 35500
tensor(1.7706, grad_fn=<MeanBackward1>) 35600
tensor(0.8371, grad_fn=<MeanBackward1>) 35700
tensor(0.6069, grad_fn=<MeanBackward1>) 35800
tensor(0.5029, grad_fn=<MeanBackward1>) 35900
tensor(0.9157, grad_fn=<MeanBackward1>) 36000
tensor(0.9577, grad_fn=<MeanBackward1>) 36100
tensor(0.9386, grad_fn=<MeanBackward1>) 36200
tensor(0.5683, grad_fn=<MeanBackward1>) 36300
tensor(4.5061, grad_fn=<MeanBackward1>) 36400
tensor(2.9178, grad_fn=<MeanBackward1>) 36500
tensor(0.6323, grad_fn=<MeanBackward1>) 36600
tensor(1.3402, grad_fn=<MeanBackward1>) 36700
tensor(0.9817, grad_fn=<MeanBackward1>) 36800
tensor(1.0835, grad_fn=<MeanBackward1>) 36900
tensor(1.3910, grad_fn=<MeanBackward1>) 37000
tensor(0.9483, grad_fn=<MeanBackward1>) 37100
tensor(0.6500, grad_fn=<MeanBackward1>) 37200
tensor(0.4476, grad_fn=<MeanBackward1>) 37300
tensor(1.6812, grad_fn=<MeanBackward1>) 37400
tensor(0.9618, grad_fn=<MeanBackward1>) 37500
tensor(0.6525, grad_fn=<MeanBackward1>) 37600
tensor(0.8026, grad_fn=<MeanBackward1>) 37700
tensor(2.3368, grad_fn=<MeanBackward1>) 37800
tensor(1.5408, grad_fn=<MeanBackward1>) 37900
tensor(1.2915, grad_fn=<MeanBackward1>) 38000
tensor(0.9695, grad_fn=<MeanBackward1>) 38100
tensor(0.4587, grad_fn=<MeanBackward1>) 38200
tensor(0.5774, grad_fn=<MeanBackward1>) 38300
tensor(0.6967, grad_fn=<MeanBackward1>) 38400
tensor(1.6480, grad_fn=<MeanBackward1>) 38500
tensor(1.1479, grad_fn=<MeanBackward1>) 38600
tensor(0.5907, grad_fn=<MeanBackward1>) 38700
tensor(0.6520, grad_fn=<MeanBackward1>) 38800
tensor(0.8174, grad_fn=<MeanBackward1>) 38900
tensor(0.9653, grad_fn=<MeanBackward1>) 39000
tensor(4.5941, grad_fn=<MeanBackward1>) 39100
tensor(0.8785, grad_fn=<MeanBackward1>) 39200
tensor(0.7081, grad_fn=<MeanBackward1>) 39300
tensor(0.9988, grad_fn=<MeanBackward1>) 39400
