Loading miniconda version 22.11.1-1
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=32, bias=True)
  (11): GELU(approximate='none')
  (12): Linear(in_features=32, out_features=32, bias=True)
  (13): GELU(approximate='none')
  (14): Linear(in_features=32, out_features=2, bias=True)
)
tensor(2.0018, grad_fn=<MeanBackward1>) 0
tensor(0.5482, grad_fn=<MeanBackward1>) 100000
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=2, bias=True)
)
tensor(2.4132, grad_fn=<MeanBackward1>) 0
tensor(1.3740, grad_fn=<MeanBackward1>) 100
tensor(6.1138, grad_fn=<MeanBackward1>) 200
tensor(1.5730, grad_fn=<MeanBackward1>) 300
tensor(3.0206, grad_fn=<MeanBackward1>) 400
tensor(1.8894, grad_fn=<MeanBackward1>) 500
tensor(1.3278, grad_fn=<MeanBackward1>) 600
tensor(3.2710, grad_fn=<MeanBackward1>) 700
tensor(1.1951, grad_fn=<MeanBackward1>) 800
tensor(1.6972, grad_fn=<MeanBackward1>) 900
tensor(2.1209, grad_fn=<MeanBackward1>) 1000
tensor(1.4841, grad_fn=<MeanBackward1>) 1100
tensor(3.3244, grad_fn=<MeanBackward1>) 1200
tensor(2.0765, grad_fn=<MeanBackward1>) 1300
tensor(1.5956, grad_fn=<MeanBackward1>) 1400
tensor(0.9743, grad_fn=<MeanBackward1>) 1500
tensor(0.8989, grad_fn=<MeanBackward1>) 1600
tensor(1.8283, grad_fn=<MeanBackward1>) 1700
tensor(1.8177, grad_fn=<MeanBackward1>) 1800
tensor(1.3263, grad_fn=<MeanBackward1>) 1900
tensor(1.9453, grad_fn=<MeanBackward1>) 2000
tensor(1.5366, grad_fn=<MeanBackward1>) 2100
tensor(1.2096, grad_fn=<MeanBackward1>) 2200
tensor(1.2437, grad_fn=<MeanBackward1>) 2300
tensor(2.0598, grad_fn=<MeanBackward1>) 2400
tensor(1.8166, grad_fn=<MeanBackward1>) 2500
tensor(1.7577, grad_fn=<MeanBackward1>) 2600
tensor(1.6243, grad_fn=<MeanBackward1>) 2700
tensor(2.0169, grad_fn=<MeanBackward1>) 2800
tensor(2.1844, grad_fn=<MeanBackward1>) 2900
tensor(2.8123, grad_fn=<MeanBackward1>) 3000
tensor(1.6576, grad_fn=<MeanBackward1>) 3100
tensor(5.7548, grad_fn=<MeanBackward1>) 3200
tensor(1.5692, grad_fn=<MeanBackward1>) 3300
tensor(2.0924, grad_fn=<MeanBackward1>) 3400
tensor(1.1572, grad_fn=<MeanBackward1>) 3500
tensor(1.4877, grad_fn=<MeanBackward1>) 3600
tensor(1.2205, grad_fn=<MeanBackward1>) 3700
tensor(1.9119, grad_fn=<MeanBackward1>) 3800
tensor(1.2977, grad_fn=<MeanBackward1>) 3900
tensor(3.2157, grad_fn=<MeanBackward1>) 4000
tensor(1.4203, grad_fn=<MeanBackward1>) 4100
tensor(1.5782, grad_fn=<MeanBackward1>) 4200
tensor(1.4241, grad_fn=<MeanBackward1>) 4300
tensor(1.9062, grad_fn=<MeanBackward1>) 4400
tensor(1.0888, grad_fn=<MeanBackward1>) 4500
tensor(4.7488, grad_fn=<MeanBackward1>) 4600
tensor(2.9538, grad_fn=<MeanBackward1>) 4700
tensor(2.3646, grad_fn=<MeanBackward1>) 4800
tensor(1.3719, grad_fn=<MeanBackward1>) 4900
tensor(1.2076, grad_fn=<MeanBackward1>) 5000
tensor(1.4791, grad_fn=<MeanBackward1>) 5100
tensor(2.2284, grad_fn=<MeanBackward1>) 5200
tensor(1.1024, grad_fn=<MeanBackward1>) 5300
tensor(2.3024, grad_fn=<MeanBackward1>) 5400
tensor(2.4325, grad_fn=<MeanBackward1>) 5500
tensor(1.1938, grad_fn=<MeanBackward1>) 5600
tensor(2.5353, grad_fn=<MeanBackward1>) 5700
tensor(1.8208, grad_fn=<MeanBackward1>) 5800
tensor(2.2701, grad_fn=<MeanBackward1>) 5900
tensor(1.9819, grad_fn=<MeanBackward1>) 6000
tensor(1.4428, grad_fn=<MeanBackward1>) 6100
tensor(1.5224, grad_fn=<MeanBackward1>) 6200
tensor(1.9283, grad_fn=<MeanBackward1>) 6300
tensor(3.4864, grad_fn=<MeanBackward1>) 6400
tensor(1.2947, grad_fn=<MeanBackward1>) 6500
tensor(1.8888, grad_fn=<MeanBackward1>) 6600
tensor(2.2608, grad_fn=<MeanBackward1>) 6700
tensor(4.2041, grad_fn=<MeanBackward1>) 6800
tensor(2.3568, grad_fn=<MeanBackward1>) 6900
tensor(1.2906, grad_fn=<MeanBackward1>) 7000
tensor(1.4018, grad_fn=<MeanBackward1>) 7100
tensor(2.0908, grad_fn=<MeanBackward1>) 7200
tensor(0.9973, grad_fn=<MeanBackward1>) 7300
tensor(2.0272, grad_fn=<MeanBackward1>) 7400
tensor(1.5669, grad_fn=<MeanBackward1>) 7500
tensor(3.7189, grad_fn=<MeanBackward1>) 7600
tensor(1.1781, grad_fn=<MeanBackward1>) 7700
tensor(2.2067, grad_fn=<MeanBackward1>) 7800
tensor(0.9898, grad_fn=<MeanBackward1>) 7900
tensor(1.7184, grad_fn=<MeanBackward1>) 8000
tensor(1.0369, grad_fn=<MeanBackward1>) 8100
tensor(1.4325, grad_fn=<MeanBackward1>) 8200
tensor(2.1230, grad_fn=<MeanBackward1>) 8300
tensor(4.2451, grad_fn=<MeanBackward1>) 8400
tensor(2.6162, grad_fn=<MeanBackward1>) 8500
tensor(1.5612, grad_fn=<MeanBackward1>) 8600
tensor(5.6513, grad_fn=<MeanBackward1>) 8700
tensor(1.7433, grad_fn=<MeanBackward1>) 8800
tensor(1.8929, grad_fn=<MeanBackward1>) 8900
tensor(2.2204, grad_fn=<MeanBackward1>) 9000
tensor(1.7799, grad_fn=<MeanBackward1>) 9100
tensor(1.9083, grad_fn=<MeanBackward1>) 9200
tensor(1.8003, grad_fn=<MeanBackward1>) 9300
tensor(1.2789, grad_fn=<MeanBackward1>) 9400
tensor(2.8208, grad_fn=<MeanBackward1>) 9500
tensor(2.1502, grad_fn=<MeanBackward1>) 9600
tensor(1.3777, grad_fn=<MeanBackward1>) 9700
tensor(1.6896, grad_fn=<MeanBackward1>) 9800
tensor(1.6961, grad_fn=<MeanBackward1>) 9900
tensor(2.6800, grad_fn=<MeanBackward1>) 10000
tensor(1.6484, grad_fn=<MeanBackward1>) 10100
tensor(2.0508, grad_fn=<MeanBackward1>) 10200
tensor(1.2456, grad_fn=<MeanBackward1>) 10300
tensor(1.7726, grad_fn=<MeanBackward1>) 10400
tensor(1.8928, grad_fn=<MeanBackward1>) 10500
tensor(4.9414, grad_fn=<MeanBackward1>) 10600
tensor(1.4873, grad_fn=<MeanBackward1>) 10700
tensor(1.0019, grad_fn=<MeanBackward1>) 10800
tensor(1.7557, grad_fn=<MeanBackward1>) 10900
tensor(1.4624, grad_fn=<MeanBackward1>) 11000
tensor(1.5055, grad_fn=<MeanBackward1>) 11100
tensor(2.9805, grad_fn=<MeanBackward1>) 11200
tensor(2.3668, grad_fn=<MeanBackward1>) 11300
tensor(2.4663, grad_fn=<MeanBackward1>) 11400
tensor(4.8847, grad_fn=<MeanBackward1>) 11500
tensor(2.0108, grad_fn=<MeanBackward1>) 11600
tensor(1.7406, grad_fn=<MeanBackward1>) 11700
tensor(2.9121, grad_fn=<MeanBackward1>) 11800
tensor(3.7622, grad_fn=<MeanBackward1>) 11900
tensor(2.4344, grad_fn=<MeanBackward1>) 12000
tensor(1.9850, grad_fn=<MeanBackward1>) 12100
tensor(4.1767, grad_fn=<MeanBackward1>) 12200
tensor(1.3958, grad_fn=<MeanBackward1>) 12300
tensor(0.9325, grad_fn=<MeanBackward1>) 12400
tensor(0.9334, grad_fn=<MeanBackward1>) 12500
tensor(0.9909, grad_fn=<MeanBackward1>) 12600
tensor(1.3730, grad_fn=<MeanBackward1>) 12700
tensor(1.7268, grad_fn=<MeanBackward1>) 12800
tensor(2.4330, grad_fn=<MeanBackward1>) 12900
tensor(1.9905, grad_fn=<MeanBackward1>) 13000
tensor(1.4665, grad_fn=<MeanBackward1>) 13100
tensor(3.2894, grad_fn=<MeanBackward1>) 13200
tensor(2.3581, grad_fn=<MeanBackward1>) 13300
tensor(1.3445, grad_fn=<MeanBackward1>) 13400
tensor(1.1922, grad_fn=<MeanBackward1>) 13500
tensor(2.4668, grad_fn=<MeanBackward1>) 13600
tensor(0.9472, grad_fn=<MeanBackward1>) 13700
tensor(1.9106, grad_fn=<MeanBackward1>) 13800
tensor(1.8926, grad_fn=<MeanBackward1>) 13900
tensor(2.5672, grad_fn=<MeanBackward1>) 14000
tensor(1.6181, grad_fn=<MeanBackward1>) 14100
tensor(2.9971, grad_fn=<MeanBackward1>) 14200
tensor(2.3836, grad_fn=<MeanBackward1>) 14300
tensor(7.7617, grad_fn=<MeanBackward1>) 14400
tensor(2.1223, grad_fn=<MeanBackward1>) 14500
tensor(2.9657, grad_fn=<MeanBackward1>) 14600
tensor(1.6684, grad_fn=<MeanBackward1>) 14700
tensor(1.5293, grad_fn=<MeanBackward1>) 14800
tensor(1.4919, grad_fn=<MeanBackward1>) 14900
tensor(1.5978, grad_fn=<MeanBackward1>) 15000
tensor(1.7967, grad_fn=<MeanBackward1>) 15100
tensor(1.1489, grad_fn=<MeanBackward1>) 15200
tensor(1.8055, grad_fn=<MeanBackward1>) 15300
tensor(1.2838, grad_fn=<MeanBackward1>) 15400
tensor(1.8178, grad_fn=<MeanBackward1>) 15500
tensor(1.8818, grad_fn=<MeanBackward1>) 15600
tensor(1.2320, grad_fn=<MeanBackward1>) 15700
tensor(2.2175, grad_fn=<MeanBackward1>) 15800
tensor(1.5994, grad_fn=<MeanBackward1>) 15900
tensor(2.5361, grad_fn=<MeanBackward1>) 16000
tensor(9.2704, grad_fn=<MeanBackward1>) 16100
tensor(2.8898, grad_fn=<MeanBackward1>) 16200
tensor(2.9748, grad_fn=<MeanBackward1>) 16300
tensor(9.5052, grad_fn=<MeanBackward1>) 16400
tensor(3.6171, grad_fn=<MeanBackward1>) 16500
tensor(1.5097, grad_fn=<MeanBackward1>) 16600
tensor(1.4162, grad_fn=<MeanBackward1>) 16700
tensor(8.1229, grad_fn=<MeanBackward1>) 16800
tensor(1.8636, grad_fn=<MeanBackward1>) 16900
tensor(3.1871, grad_fn=<MeanBackward1>) 17000
tensor(2.6150, grad_fn=<MeanBackward1>) 17100
tensor(1.2903, grad_fn=<MeanBackward1>) 17200
tensor(0.9434, grad_fn=<MeanBackward1>) 17300
tensor(1.3272, grad_fn=<MeanBackward1>) 17400
tensor(2.7175, grad_fn=<MeanBackward1>) 17500
tensor(1.8283, grad_fn=<MeanBackward1>) 17600
tensor(2.0024, grad_fn=<MeanBackward1>) 17700
tensor(1.2553, grad_fn=<MeanBackward1>) 17800
tensor(1.6385, grad_fn=<MeanBackward1>) 17900
tensor(1.2688, grad_fn=<MeanBackward1>) 18000
tensor(1.4702, grad_fn=<MeanBackward1>) 18100
tensor(1.3757, grad_fn=<MeanBackward1>) 18200
tensor(3.5250, grad_fn=<MeanBackward1>) 18300
tensor(1.5111, grad_fn=<MeanBackward1>) 18400
tensor(1.2080, grad_fn=<MeanBackward1>) 18500
tensor(1.2119, grad_fn=<MeanBackward1>) 18600
tensor(1.1389, grad_fn=<MeanBackward1>) 18700
tensor(1.7594, grad_fn=<MeanBackward1>) 18800
tensor(2.3654, grad_fn=<MeanBackward1>) 18900
tensor(1.0927, grad_fn=<MeanBackward1>) 19000
tensor(1.6362, grad_fn=<MeanBackward1>) 19100
tensor(2.5931, grad_fn=<MeanBackward1>) 19200
tensor(2.7906, grad_fn=<MeanBackward1>) 19300
tensor(1.3174, grad_fn=<MeanBackward1>) 19400
tensor(1.5629, grad_fn=<MeanBackward1>) 19500
tensor(5.2781, grad_fn=<MeanBackward1>) 19600
tensor(1.4086, grad_fn=<MeanBackward1>) 19700
tensor(1.2947, grad_fn=<MeanBackward1>) 19800
tensor(2.1658, grad_fn=<MeanBackward1>) 19900
tensor(2.6333, grad_fn=<MeanBackward1>) 20000
tensor(1.6130, grad_fn=<MeanBackward1>) 20100
tensor(3.3179, grad_fn=<MeanBackward1>) 20200
tensor(6.6157, grad_fn=<MeanBackward1>) 20300
tensor(2.9367, grad_fn=<MeanBackward1>) 20400
tensor(1.4455, grad_fn=<MeanBackward1>) 20500
tensor(4.5110, grad_fn=<MeanBackward1>) 20600
tensor(3.6767, grad_fn=<MeanBackward1>) 20700
tensor(2.0030, grad_fn=<MeanBackward1>) 20800
tensor(2.4248, grad_fn=<MeanBackward1>) 20900
tensor(1.0803, grad_fn=<MeanBackward1>) 21000
tensor(1.3738, grad_fn=<MeanBackward1>) 21100
tensor(1.9506, grad_fn=<MeanBackward1>) 21200
tensor(2.6912, grad_fn=<MeanBackward1>) 21300
tensor(2.4140, grad_fn=<MeanBackward1>) 21400
tensor(1.4999, grad_fn=<MeanBackward1>) 21500
tensor(3.6231, grad_fn=<MeanBackward1>) 21600
tensor(2.0074, grad_fn=<MeanBackward1>) 21700
tensor(2.2956, grad_fn=<MeanBackward1>) 21800
tensor(0.8837, grad_fn=<MeanBackward1>) 21900
tensor(1.8442, grad_fn=<MeanBackward1>) 22000
tensor(1.4736, grad_fn=<MeanBackward1>) 22100
tensor(3.1152, grad_fn=<MeanBackward1>) 22200
tensor(1.0888, grad_fn=<MeanBackward1>) 22300
tensor(0.9954, grad_fn=<MeanBackward1>) 22400
tensor(1.7970, grad_fn=<MeanBackward1>) 22500
tensor(1.3458, grad_fn=<MeanBackward1>) 22600
tensor(1.4974, grad_fn=<MeanBackward1>) 22700
tensor(1.1923, grad_fn=<MeanBackward1>) 22800
tensor(0.7261, grad_fn=<MeanBackward1>) 22900
tensor(1.1861, grad_fn=<MeanBackward1>) 23000
tensor(1.1333, grad_fn=<MeanBackward1>) 23100
tensor(1.4807, grad_fn=<MeanBackward1>) 23200
tensor(1.6857, grad_fn=<MeanBackward1>) 23300
tensor(1.3292, grad_fn=<MeanBackward1>) 23400
tensor(1.1534, grad_fn=<MeanBackward1>) 23500
tensor(2.3842, grad_fn=<MeanBackward1>) 23600
tensor(3.2831, grad_fn=<MeanBackward1>) 23700
tensor(5.7202, grad_fn=<MeanBackward1>) 23800
tensor(2.3426, grad_fn=<MeanBackward1>) 23900
tensor(1.4085, grad_fn=<MeanBackward1>) 24000
tensor(3.4807, grad_fn=<MeanBackward1>) 24100
tensor(1.2411, grad_fn=<MeanBackward1>) 24200
tensor(2.4610, grad_fn=<MeanBackward1>) 24300
tensor(1.4516, grad_fn=<MeanBackward1>) 24400
tensor(1.2052, grad_fn=<MeanBackward1>) 24500
tensor(1.6115, grad_fn=<MeanBackward1>) 24600
tensor(1.2616, grad_fn=<MeanBackward1>) 24700
tensor(2.7437, grad_fn=<MeanBackward1>) 24800
tensor(2.0807, grad_fn=<MeanBackward1>) 24900
tensor(1.9807, grad_fn=<MeanBackward1>) 25000
tensor(1.3748, grad_fn=<MeanBackward1>) 25100
tensor(2.1887, grad_fn=<MeanBackward1>) 25200
tensor(2.3508, grad_fn=<MeanBackward1>) 25300
tensor(2.1655, grad_fn=<MeanBackward1>) 25400
tensor(1.1968, grad_fn=<MeanBackward1>) 25500
tensor(1.2909, grad_fn=<MeanBackward1>) 25600
tensor(1.8346, grad_fn=<MeanBackward1>) 25700
tensor(2.1036, grad_fn=<MeanBackward1>) 25800
tensor(1.5149, grad_fn=<MeanBackward1>) 25900
tensor(1.8600, grad_fn=<MeanBackward1>) 26000
tensor(2.2620, grad_fn=<MeanBackward1>) 26100
tensor(1.2088, grad_fn=<MeanBackward1>) 26200
tensor(1.7506, grad_fn=<MeanBackward1>) 26300
tensor(1.1026, grad_fn=<MeanBackward1>) 26400
tensor(1.9008, grad_fn=<MeanBackward1>) 26500
tensor(1.7705, grad_fn=<MeanBackward1>) 26600
tensor(1.2975, grad_fn=<MeanBackward1>) 26700
tensor(1.1678, grad_fn=<MeanBackward1>) 26800
tensor(4.1234, grad_fn=<MeanBackward1>) 26900
tensor(3.4501, grad_fn=<MeanBackward1>) 27000
tensor(1.9620, grad_fn=<MeanBackward1>) 27100
tensor(0.9189, grad_fn=<MeanBackward1>) 27200
tensor(1.4778, grad_fn=<MeanBackward1>) 27300
tensor(1.1759, grad_fn=<MeanBackward1>) 27400
tensor(1.5549, grad_fn=<MeanBackward1>) 27500
tensor(1.6999, grad_fn=<MeanBackward1>) 27600
tensor(1.0316, grad_fn=<MeanBackward1>) 27700
tensor(3.3791, grad_fn=<MeanBackward1>) 27800
tensor(1.7524, grad_fn=<MeanBackward1>) 27900
tensor(1.9451, grad_fn=<MeanBackward1>) 28000
tensor(4.1416, grad_fn=<MeanBackward1>) 28100
tensor(1.6412, grad_fn=<MeanBackward1>) 28200
tensor(4.2576, grad_fn=<MeanBackward1>) 28300
tensor(1.0247, grad_fn=<MeanBackward1>) 28400
tensor(1.4347, grad_fn=<MeanBackward1>) 28500
tensor(1.3517, grad_fn=<MeanBackward1>) 28600
tensor(1.7109, grad_fn=<MeanBackward1>) 28700
tensor(1.1168, grad_fn=<MeanBackward1>) 28800
tensor(1.4243, grad_fn=<MeanBackward1>) 28900
tensor(4.3786, grad_fn=<MeanBackward1>) 29000
tensor(4.0942, grad_fn=<MeanBackward1>) 29100
tensor(1.1739, grad_fn=<MeanBackward1>) 29200
tensor(0.7813, grad_fn=<MeanBackward1>) 29300
tensor(1.6756, grad_fn=<MeanBackward1>) 29400
tensor(2.1872, grad_fn=<MeanBackward1>) 29500
tensor(8.1035, grad_fn=<MeanBackward1>) 29600
tensor(6.2082, grad_fn=<MeanBackward1>) 29700
tensor(6.1317, grad_fn=<MeanBackward1>) 29800
tensor(1.1598, grad_fn=<MeanBackward1>) 29900
tensor(1.1559, grad_fn=<MeanBackward1>) 30000
tensor(1.7363, grad_fn=<MeanBackward1>) 30100
tensor(2.9847, grad_fn=<MeanBackward1>) 30200
tensor(1.4572, grad_fn=<MeanBackward1>) 30300
tensor(1.7968, grad_fn=<MeanBackward1>) 30400
tensor(2.0812, grad_fn=<MeanBackward1>) 30500
tensor(1.6724, grad_fn=<MeanBackward1>) 30600
tensor(1.0007, grad_fn=<MeanBackward1>) 30700
tensor(2.6687, grad_fn=<MeanBackward1>) 30800
tensor(3.2715, grad_fn=<MeanBackward1>) 30900
tensor(1.7921, grad_fn=<MeanBackward1>) 31000
tensor(1.1908, grad_fn=<MeanBackward1>) 31100
tensor(2.4376, grad_fn=<MeanBackward1>) 31200
tensor(3.1058, grad_fn=<MeanBackward1>) 31300
tensor(0.9955, grad_fn=<MeanBackward1>) 31400
tensor(2.5934, grad_fn=<MeanBackward1>) 31500
tensor(0.9391, grad_fn=<MeanBackward1>) 31600
tensor(6.6627, grad_fn=<MeanBackward1>) 31700
tensor(6.6965, grad_fn=<MeanBackward1>) 31800
tensor(1.6314, grad_fn=<MeanBackward1>) 31900
tensor(1.5923, grad_fn=<MeanBackward1>) 32000
tensor(1.2372, grad_fn=<MeanBackward1>) 32100
tensor(2.0261, grad_fn=<MeanBackward1>) 32200
tensor(1.1398, grad_fn=<MeanBackward1>) 32300
tensor(1.0201, grad_fn=<MeanBackward1>) 32400
tensor(2.6076, grad_fn=<MeanBackward1>) 32500
tensor(1.0676, grad_fn=<MeanBackward1>) 32600
tensor(1.8879, grad_fn=<MeanBackward1>) 32700
tensor(1.2741, grad_fn=<MeanBackward1>) 32800
tensor(1.2521, grad_fn=<MeanBackward1>) 32900
tensor(1.6713, grad_fn=<MeanBackward1>) 33000
tensor(4.6790, grad_fn=<MeanBackward1>) 33100
tensor(1.5685, grad_fn=<MeanBackward1>) 33200
tensor(2.4541, grad_fn=<MeanBackward1>) 33300
tensor(2.2212, grad_fn=<MeanBackward1>) 33400
tensor(0.8404, grad_fn=<MeanBackward1>) 33500
tensor(1.8181, grad_fn=<MeanBackward1>) 33600
tensor(1.8358, grad_fn=<MeanBackward1>) 33700
tensor(0.9590, grad_fn=<MeanBackward1>) 33800
tensor(2.0969, grad_fn=<MeanBackward1>) 33900
tensor(2.5073, grad_fn=<MeanBackward1>) 34000
tensor(2.0995, grad_fn=<MeanBackward1>) 34100
tensor(2.5340, grad_fn=<MeanBackward1>) 34200
tensor(1.1616, grad_fn=<MeanBackward1>) 34300
tensor(2.6696, grad_fn=<MeanBackward1>) 34400
tensor(6.6485, grad_fn=<MeanBackward1>) 34500
tensor(2.5923, grad_fn=<MeanBackward1>) 34600
tensor(1.4462, grad_fn=<MeanBackward1>) 34700
tensor(5.3539, grad_fn=<MeanBackward1>) 34800
tensor(1.2732, grad_fn=<MeanBackward1>) 34900
tensor(1.9030, grad_fn=<MeanBackward1>) 35000
tensor(1.6002, grad_fn=<MeanBackward1>) 35100
tensor(1.8900, grad_fn=<MeanBackward1>) 35200
tensor(2.9293, grad_fn=<MeanBackward1>) 35300
tensor(3.2292, grad_fn=<MeanBackward1>) 35400
tensor(0.9590, grad_fn=<MeanBackward1>) 35500
tensor(1.2551, grad_fn=<MeanBackward1>) 35600
tensor(1.6083, grad_fn=<MeanBackward1>) 35700
tensor(2.7294, grad_fn=<MeanBackward1>) 35800
tensor(1.5354, grad_fn=<MeanBackward1>) 35900
tensor(1.4349, grad_fn=<MeanBackward1>) 36000
tensor(2.4293, grad_fn=<MeanBackward1>) 36100
tensor(1.8528, grad_fn=<MeanBackward1>) 36200
tensor(2.0139, grad_fn=<MeanBackward1>) 36300
tensor(2.7929, grad_fn=<MeanBackward1>) 36400
tensor(0.9947, grad_fn=<MeanBackward1>) 36500
tensor(2.5564, grad_fn=<MeanBackward1>) 36600
tensor(1.5009, grad_fn=<MeanBackward1>) 36700
tensor(1.5240, grad_fn=<MeanBackward1>) 36800
tensor(2.0404, grad_fn=<MeanBackward1>) 36900
tensor(1.2968, grad_fn=<MeanBackward1>) 37000
tensor(2.2086, grad_fn=<MeanBackward1>) 37100
tensor(1.3778, grad_fn=<MeanBackward1>) 37200
tensor(1.2510, grad_fn=<MeanBackward1>) 37300
tensor(3.5189, grad_fn=<MeanBackward1>) 37400
tensor(2.1184, grad_fn=<MeanBackward1>) 37500
tensor(5.2905, grad_fn=<MeanBackward1>) 37600
tensor(2.5169, grad_fn=<MeanBackward1>) 37700
tensor(1.5561, grad_fn=<MeanBackward1>) 37800
tensor(2.6871, grad_fn=<MeanBackward1>) 37900
tensor(2.0837, grad_fn=<MeanBackward1>) 38000
tensor(1.0678, grad_fn=<MeanBackward1>) 38100
tensor(0.9568, grad_fn=<MeanBackward1>) 38200
tensor(1.5624, grad_fn=<MeanBackward1>) 38300
tensor(1.5949, grad_fn=<MeanBackward1>) 38400
tensor(1.5668, grad_fn=<MeanBackward1>) 38500
tensor(3.9412, grad_fn=<MeanBackward1>) 38600
tensor(4.6593, grad_fn=<MeanBackward1>) 38700
tensor(1.1372, grad_fn=<MeanBackward1>) 38800
tensor(3.8393, grad_fn=<MeanBackward1>) 38900
tensor(3.2489, grad_fn=<MeanBackward1>) 39000
tensor(0.9910, grad_fn=<MeanBackward1>) 39100
tensor(1.4324, grad_fn=<MeanBackward1>) 39200
tensor(2.7945, grad_fn=<MeanBackward1>) 39300
tensor(2.3172, grad_fn=<MeanBackward1>) 39400
tensor(1.5158, grad_fn=<MeanBackward1>) 39500
tensor(1.0976, grad_fn=<MeanBackward1>) 39600
tensor(2.3397, grad_fn=<MeanBackward1>) 39700
tensor(2.0468, grad_fn=<MeanBackward1>) 39800
tensor(1.6688, grad_fn=<MeanBackward1>) 39900
tensor(2.1719, grad_fn=<MeanBackward1>) 40000
tensor(1.4578, grad_fn=<MeanBackward1>) 40100
tensor(1.3371, grad_fn=<MeanBackward1>) 40200
tensor(1.1317, grad_fn=<MeanBackward1>) 40300
tensor(1.1399, grad_fn=<MeanBackward1>) 40400
tensor(3.1093, grad_fn=<MeanBackward1>) 40500
tensor(0.7564, grad_fn=<MeanBackward1>) 40600
tensor(2.1468, grad_fn=<MeanBackward1>) 40700
tensor(2.4720, grad_fn=<MeanBackward1>) 40800
tensor(2.0533, grad_fn=<MeanBackward1>) 40900
tensor(2.1908, grad_fn=<MeanBackward1>) 41000
tensor(11.7573, grad_fn=<MeanBackward1>) 41100
tensor(1.1345, grad_fn=<MeanBackward1>) 41200
tensor(1.6351, grad_fn=<MeanBackward1>) 41300
tensor(1.2640, grad_fn=<MeanBackward1>) 41400
tensor(2.7870, grad_fn=<MeanBackward1>) 41500
tensor(3.9991, grad_fn=<MeanBackward1>) 41600
tensor(0.8397, grad_fn=<MeanBackward1>) 41700
tensor(1.4583, grad_fn=<MeanBackward1>) 41800
tensor(1.5506, grad_fn=<MeanBackward1>) 41900
tensor(2.3439, grad_fn=<MeanBackward1>) 42000
tensor(2.7105, grad_fn=<MeanBackward1>) 42100
tensor(2.5111, grad_fn=<MeanBackward1>) 42200
tensor(2.7384, grad_fn=<MeanBackward1>) 42300
tensor(2.1895, grad_fn=<MeanBackward1>) 42400
tensor(1.4174, grad_fn=<MeanBackward1>) 42500
tensor(1.0306, grad_fn=<MeanBackward1>) 42600
tensor(1.7321, grad_fn=<MeanBackward1>) 42700
tensor(1.7782, grad_fn=<MeanBackward1>) 42800
tensor(1.5327, grad_fn=<MeanBackward1>) 42900
tensor(3.0293, grad_fn=<MeanBackward1>) 43000
tensor(1.0369, grad_fn=<MeanBackward1>) 43100
tensor(2.2868, grad_fn=<MeanBackward1>) 43200
tensor(2.5262, grad_fn=<MeanBackward1>) 43300
tensor(1.2354, grad_fn=<MeanBackward1>) 43400
tensor(3.1536, grad_fn=<MeanBackward1>) 43500
tensor(1.5466, grad_fn=<MeanBackward1>) 43600
tensor(4.0597, grad_fn=<MeanBackward1>) 43700
tensor(2.3307, grad_fn=<MeanBackward1>) 43800
tensor(1.0699, grad_fn=<MeanBackward1>) 43900
tensor(2.5592, grad_fn=<MeanBackward1>) 44000
tensor(5.6358, grad_fn=<MeanBackward1>) 44100
tensor(2.6715, grad_fn=<MeanBackward1>) 44200
tensor(2.6418, grad_fn=<MeanBackward1>) 44300
tensor(3.1688, grad_fn=<MeanBackward1>) 44400
tensor(1.6877, grad_fn=<MeanBackward1>) 44500
tensor(1.3768, grad_fn=<MeanBackward1>) 44600
tensor(1.6073, grad_fn=<MeanBackward1>) 44700
tensor(1.1511, grad_fn=<MeanBackward1>) 44800
tensor(1.2658, grad_fn=<MeanBackward1>) 44900
tensor(2.3446, grad_fn=<MeanBackward1>) 45000
tensor(1.3839, grad_fn=<MeanBackward1>) 45100
tensor(1.0044, grad_fn=<MeanBackward1>) 45200
tensor(2.8607, grad_fn=<MeanBackward1>) 45300
tensor(1.7723, grad_fn=<MeanBackward1>) 45400
tensor(1.1652, grad_fn=<MeanBackward1>) 45500
tensor(2.1839, grad_fn=<MeanBackward1>) 45600
tensor(1.7975, grad_fn=<MeanBackward1>) 45700
tensor(4.6439, grad_fn=<MeanBackward1>) 45800
tensor(2.3669, grad_fn=<MeanBackward1>) 45900
tensor(1.6524, grad_fn=<MeanBackward1>) 46000
tensor(0.9141, grad_fn=<MeanBackward1>) 46100
tensor(2.9630, grad_fn=<MeanBackward1>) 46200
tensor(0.9787, grad_fn=<MeanBackward1>) 46300
tensor(1.9238, grad_fn=<MeanBackward1>) 46400
tensor(1.2368, grad_fn=<MeanBackward1>) 46500
