Loading miniconda version 22.11.1-1
DenoisingModel(
  (fc1): Linear(in_features=3, out_features=32, bias=True)
  (activation1): cosineact()
  (fc2): Linear(in_features=32, out_features=32, bias=True)
  (activation2): GELU(approximate='none')
  (fc3): Linear(in_features=32, out_features=3, bias=True)
  (activation3): GELU(approximate='none')
  (fc4): Linear(in_features=3, out_features=32, bias=True)
  (activation4): GELU(approximate='none')
  (fc5): Linear(in_features=32, out_features=32, bias=True)
  (activation5): GELU(approximate='none')
  (fc6): Linear(in_features=32, out_features=3, bias=True)
  (activation6): GELU(approximate='none')
  (fc7): Linear(in_features=3, out_features=32, bias=True)
  (activation7): GELU(approximate='none')
  (fc8): Linear(in_features=32, out_features=32, bias=True)
  (activation8): GELU(approximate='none')
  (fc9): Linear(in_features=32, out_features=2, bias=True)
)
tensor(204.9421, grad_fn=<AddBackward0>) 0
tensor(196.5292, grad_fn=<AddBackward0>) 71000
tensor(564.4574, grad_fn=<AddBackward0>) 71100
tensor(244.0722, grad_fn=<AddBackward0>) 71200
tensor(311.6756, grad_fn=<AddBackward0>) 71300
tensor(261.7966, grad_fn=<AddBackward0>) 71400
tensor(297.2418, grad_fn=<AddBackward0>) 71500
tensor(313.4249, grad_fn=<AddBackward0>) 71600
tensor(190.4318, grad_fn=<AddBackward0>) 71700
tensor(426.0068, grad_fn=<AddBackward0>) 71800
tensor(246.9576, grad_fn=<AddBackward0>) 71900
tensor(496.5606, grad_fn=<AddBackward0>) 72000
tensor(174.4443, grad_fn=<AddBackward0>) 72100
tensor(187.8047, grad_fn=<AddBackward0>) 72200
tensor(254.3927, grad_fn=<AddBackward0>) 72300
tensor(214.3887, grad_fn=<AddBackward0>) 72400
tensor(231.8395, grad_fn=<AddBackward0>) 72500
tensor(350.7701, grad_fn=<AddBackward0>) 72600
tensor(235.2587, grad_fn=<AddBackward0>) 72700
tensor(187.6065, grad_fn=<AddBackward0>) 72800
tensor(258.5793, grad_fn=<AddBackward0>) 72900
tensor(240.7699, grad_fn=<AddBackward0>) 73000
tensor(315.9853, grad_fn=<AddBackward0>) 73100
tensor(195.8722, grad_fn=<AddBackward0>) 73200
tensor(158.4757, grad_fn=<AddBackward0>) 73300
tensor(345.9224, grad_fn=<AddBackward0>) 73400
tensor(242.7666, grad_fn=<AddBackward0>) 73500
tensor(388.3214, grad_fn=<AddBackward0>) 73600
tensor(445.2491, grad_fn=<AddBackward0>) 73700
tensor(453.4034, grad_fn=<AddBackward0>) 73800
tensor(215.8771, grad_fn=<AddBackward0>) 73900
tensor(317.2743, grad_fn=<AddBackward0>) 74000
tensor(374.9362, grad_fn=<AddBackward0>) 74100
tensor(253.3442, grad_fn=<AddBackward0>) 74200
tensor(396.1581, grad_fn=<AddBackward0>) 74300
tensor(230.0762, grad_fn=<AddBackward0>) 74400
tensor(246.8458, grad_fn=<AddBackward0>) 74500
tensor(545.4164, grad_fn=<AddBackward0>) 74600
tensor(411.0056, grad_fn=<AddBackward0>) 74700
tensor(230.8087, grad_fn=<AddBackward0>) 74800
tensor(234.8521, grad_fn=<AddBackward0>) 74900
tensor(298.3044, grad_fn=<AddBackward0>) 75000
tensor(253.4052, grad_fn=<AddBackward0>) 75100
tensor(222.0202, grad_fn=<AddBackward0>) 75200
tensor(290.1106, grad_fn=<AddBackward0>) 75300
tensor(328.6946, grad_fn=<AddBackward0>) 75400
tensor(160.1042, grad_fn=<AddBackward0>) 75500
tensor(297.3721, grad_fn=<AddBackward0>) 75600
tensor(425.3801, grad_fn=<AddBackward0>) 75700
tensor(229.0129, grad_fn=<AddBackward0>) 75800
tensor(376.6797, grad_fn=<AddBackward0>) 75900
tensor(299.8310, grad_fn=<AddBackward0>) 76000
tensor(254.8402, grad_fn=<AddBackward0>) 76100
tensor(303.6403, grad_fn=<AddBackward0>) 76200
tensor(249.3607, grad_fn=<AddBackward0>) 76300
tensor(196.6512, grad_fn=<AddBackward0>) 76400
tensor(239.8406, grad_fn=<AddBackward0>) 76500
tensor(407.8039, grad_fn=<AddBackward0>) 76600
tensor(369.0982, grad_fn=<AddBackward0>) 76700
tensor(225.0355, grad_fn=<AddBackward0>) 76800
tensor(261.9560, grad_fn=<AddBackward0>) 76900
tensor(338.1883, grad_fn=<AddBackward0>) 77000
tensor(273.0891, grad_fn=<AddBackward0>) 77100
tensor(305.7085, grad_fn=<AddBackward0>) 77200
tensor(262.1175, grad_fn=<AddBackward0>) 77300
tensor(263.4781, grad_fn=<AddBackward0>) 77400
tensor(345.0578, grad_fn=<AddBackward0>) 77500
tensor(318.4661, grad_fn=<AddBackward0>) 77600
tensor(318.3412, grad_fn=<AddBackward0>) 77700
tensor(255.9693, grad_fn=<AddBackward0>) 77800
tensor(378.5089, grad_fn=<AddBackward0>) 77900
tensor(274.2918, grad_fn=<AddBackward0>) 78000
tensor(210.0026, grad_fn=<AddBackward0>) 78100
tensor(260.8168, grad_fn=<AddBackward0>) 78200
tensor(242.3535, grad_fn=<AddBackward0>) 78300
tensor(230.7287, grad_fn=<AddBackward0>) 78400
tensor(208.6169, grad_fn=<AddBackward0>) 78500
tensor(233.8549, grad_fn=<AddBackward0>) 78600
tensor(237.2959, grad_fn=<AddBackward0>) 78700
tensor(200.5445, grad_fn=<AddBackward0>) 78800
tensor(410.6411, grad_fn=<AddBackward0>) 78900
tensor(222.0947, grad_fn=<AddBackward0>) 79000
tensor(322.8568, grad_fn=<AddBackward0>) 79100
tensor(249.6514, grad_fn=<AddBackward0>) 79200
tensor(321.8815, grad_fn=<AddBackward0>) 79300
tensor(176.5156, grad_fn=<AddBackward0>) 79400
tensor(189.7036, grad_fn=<AddBackward0>) 79500
tensor(260.5655, grad_fn=<AddBackward0>) 79600
tensor(478.4842, grad_fn=<AddBackward0>) 79700
tensor(382.0331, grad_fn=<AddBackward0>) 79800
tensor(206.5988, grad_fn=<AddBackward0>) 79900
tensor(229.7729, grad_fn=<AddBackward0>) 80000
tensor(237.3029, grad_fn=<AddBackward0>) 80100
tensor(173.7288, grad_fn=<AddBackward0>) 80200
tensor(296.8454, grad_fn=<AddBackward0>) 80300
tensor(335.0828, grad_fn=<AddBackward0>) 80400
tensor(166.5957, grad_fn=<AddBackward0>) 80500
tensor(308.1030, grad_fn=<AddBackward0>) 80600
tensor(377.7397, grad_fn=<AddBackward0>) 80700
tensor(293.6655, grad_fn=<AddBackward0>) 80800
tensor(251.3085, grad_fn=<AddBackward0>) 80900
tensor(278.4574, grad_fn=<AddBackward0>) 81000
tensor(217.1295, grad_fn=<AddBackward0>) 81100
tensor(192.1711, grad_fn=<AddBackward0>) 81200
tensor(275.0751, grad_fn=<AddBackward0>) 81300
tensor(303.8650, grad_fn=<AddBackward0>) 81400
tensor(387.8449, grad_fn=<AddBackward0>) 81500
tensor(198.4720, grad_fn=<AddBackward0>) 81600
tensor(338.3256, grad_fn=<AddBackward0>) 81700
tensor(250.3379, grad_fn=<AddBackward0>) 81800
tensor(284.0370, grad_fn=<AddBackward0>) 81900
tensor(314.2790, grad_fn=<AddBackward0>) 82000
tensor(282.4390, grad_fn=<AddBackward0>) 82100
tensor(183.7211, grad_fn=<AddBackward0>) 82200
tensor(364.6274, grad_fn=<AddBackward0>) 82300
tensor(171.2527, grad_fn=<AddBackward0>) 82400
tensor(307.1955, grad_fn=<AddBackward0>) 82500
tensor(291.7361, grad_fn=<AddBackward0>) 82600
tensor(275.8245, grad_fn=<AddBackward0>) 82700
tensor(262.1075, grad_fn=<AddBackward0>) 82800
tensor(223.8063, grad_fn=<AddBackward0>) 82900
tensor(217.9767, grad_fn=<AddBackward0>) 83000
tensor(235.6039, grad_fn=<AddBackward0>) 83100
tensor(251.7063, grad_fn=<AddBackward0>) 83200
tensor(229.0557, grad_fn=<AddBackward0>) 83300
tensor(239.8879, grad_fn=<AddBackward0>) 83400
tensor(251.2435, grad_fn=<AddBackward0>) 83500
tensor(297.6843, grad_fn=<AddBackward0>) 83600
tensor(259.7657, grad_fn=<AddBackward0>) 83700
tensor(487.5708, grad_fn=<AddBackward0>) 83800
tensor(134.8976, grad_fn=<AddBackward0>) 83900
tensor(223.0826, grad_fn=<AddBackward0>) 84000
tensor(199.5126, grad_fn=<AddBackward0>) 84100
tensor(246.4767, grad_fn=<AddBackward0>) 84200
tensor(259.1053, grad_fn=<AddBackward0>) 84300
tensor(457.1166, grad_fn=<AddBackward0>) 84400
tensor(226.5862, grad_fn=<AddBackward0>) 84500
tensor(336.7719, grad_fn=<AddBackward0>) 84600
tensor(294.4108, grad_fn=<AddBackward0>) 84700
tensor(455.7691, grad_fn=<AddBackward0>) 84800
tensor(303.5047, grad_fn=<AddBackward0>) 84900
tensor(227.9055, grad_fn=<AddBackward0>) 85000
tensor(167.2188, grad_fn=<AddBackward0>) 85100
tensor(310.7690, grad_fn=<AddBackward0>) 85200
tensor(262.2813, grad_fn=<AddBackward0>) 85300
tensor(246.0558, grad_fn=<AddBackward0>) 85400
tensor(256.4058, grad_fn=<AddBackward0>) 85500
tensor(276.3290, grad_fn=<AddBackward0>) 85600
tensor(285.9048, grad_fn=<AddBackward0>) 85700
tensor(229.5443, grad_fn=<AddBackward0>) 85800
tensor(266.6378, grad_fn=<AddBackward0>) 85900
tensor(180.5883, grad_fn=<AddBackward0>) 86000
tensor(269.6316, grad_fn=<AddBackward0>) 86100
tensor(231.1746, grad_fn=<AddBackward0>) 86200
tensor(338.8841, grad_fn=<AddBackward0>) 86300
tensor(295.6344, grad_fn=<AddBackward0>) 86400
tensor(195.3530, grad_fn=<AddBackward0>) 86500
tensor(239.5371, grad_fn=<AddBackward0>) 86600
tensor(323.3465, grad_fn=<AddBackward0>) 86700
tensor(269.8955, grad_fn=<AddBackward0>) 86800
tensor(281.1021, grad_fn=<AddBackward0>) 86900
tensor(433.3151, grad_fn=<AddBackward0>) 87000
tensor(369.7722, grad_fn=<AddBackward0>) 87100
tensor(161.7880, grad_fn=<AddBackward0>) 87200
tensor(276.4807, grad_fn=<AddBackward0>) 87300
tensor(389.2177, grad_fn=<AddBackward0>) 87400
tensor(357.8555, grad_fn=<AddBackward0>) 87500
tensor(251.9917, grad_fn=<AddBackward0>) 87600
tensor(189.2922, grad_fn=<AddBackward0>) 87700
tensor(189.5897, grad_fn=<AddBackward0>) 87800
tensor(237.0726, grad_fn=<AddBackward0>) 87900
tensor(260.4341, grad_fn=<AddBackward0>) 88000
tensor(204.0458, grad_fn=<AddBackward0>) 88100
tensor(274.3188, grad_fn=<AddBackward0>) 88200
tensor(206.8663, grad_fn=<AddBackward0>) 88300
tensor(355.7655, grad_fn=<AddBackward0>) 88400
tensor(226.9199, grad_fn=<AddBackward0>) 88500
tensor(297.2803, grad_fn=<AddBackward0>) 88600
tensor(311.8846, grad_fn=<AddBackward0>) 88700
tensor(208.1283, grad_fn=<AddBackward0>) 88800
tensor(346.8922, grad_fn=<AddBackward0>) 88900
tensor(399.6373, grad_fn=<AddBackward0>) 89000
tensor(253.1986, grad_fn=<AddBackward0>) 89100
tensor(228.9239, grad_fn=<AddBackward0>) 89200
tensor(172.2502, grad_fn=<AddBackward0>) 89300
tensor(215.4847, grad_fn=<AddBackward0>) 89400
tensor(355.9116, grad_fn=<AddBackward0>) 89500
tensor(230.7167, grad_fn=<AddBackward0>) 89600
tensor(323.3357, grad_fn=<AddBackward0>) 89700
tensor(457.4997, grad_fn=<AddBackward0>) 89800
tensor(264.0844, grad_fn=<AddBackward0>) 89900
tensor(326.4356, grad_fn=<AddBackward0>) 90000
tensor(207.3476, grad_fn=<AddBackward0>) 90100
tensor(392.1396, grad_fn=<AddBackward0>) 90200
tensor(278.5608, grad_fn=<AddBackward0>) 90300
tensor(260.6169, grad_fn=<AddBackward0>) 90400
tensor(273.7610, grad_fn=<AddBackward0>) 90500
tensor(831.4155, grad_fn=<AddBackward0>) 90600
tensor(254.6785, grad_fn=<AddBackward0>) 90700
tensor(222.9416, grad_fn=<AddBackward0>) 90800
tensor(354.5535, grad_fn=<AddBackward0>) 90900
tensor(232.5998, grad_fn=<AddBackward0>) 91000
tensor(386.5909, grad_fn=<AddBackward0>) 91100
tensor(149.8514, grad_fn=<AddBackward0>) 91200
tensor(220.1187, grad_fn=<AddBackward0>) 91300
tensor(345.5345, grad_fn=<AddBackward0>) 91400
tensor(353.2477, grad_fn=<AddBackward0>) 91500
tensor(418.4626, grad_fn=<AddBackward0>) 91600
tensor(194.1117, grad_fn=<AddBackward0>) 91700
tensor(302.4896, grad_fn=<AddBackward0>) 91800
tensor(367.1323, grad_fn=<AddBackward0>) 91900
tensor(314.8279, grad_fn=<AddBackward0>) 92000
tensor(210.7920, grad_fn=<AddBackward0>) 92100
tensor(235.1308, grad_fn=<AddBackward0>) 92200
tensor(306.6739, grad_fn=<AddBackward0>) 92300
tensor(335.8989, grad_fn=<AddBackward0>) 92400
tensor(599.1541, grad_fn=<AddBackward0>) 92500
tensor(323.0330, grad_fn=<AddBackward0>) 92600
tensor(226.4939, grad_fn=<AddBackward0>) 92700
tensor(202.4295, grad_fn=<AddBackward0>) 92800
tensor(223.3277, grad_fn=<AddBackward0>) 92900
tensor(252.0780, grad_fn=<AddBackward0>) 93000
tensor(195.3204, grad_fn=<AddBackward0>) 93100
tensor(230.2864, grad_fn=<AddBackward0>) 93200
tensor(182.7034, grad_fn=<AddBackward0>) 93300
tensor(306.6768, grad_fn=<AddBackward0>) 93400
tensor(449.5520, grad_fn=<AddBackward0>) 93500
tensor(194.9160, grad_fn=<AddBackward0>) 93600
tensor(228.4299, grad_fn=<AddBackward0>) 93700
tensor(191.9747, grad_fn=<AddBackward0>) 93800
tensor(404.2825, grad_fn=<AddBackward0>) 93900
tensor(207.2100, grad_fn=<AddBackward0>) 94000
tensor(275.5979, grad_fn=<AddBackward0>) 94100
tensor(188.7319, grad_fn=<AddBackward0>) 94200
tensor(285.7373, grad_fn=<AddBackward0>) 94300
tensor(218.8340, grad_fn=<AddBackward0>) 94400
tensor(239.9713, grad_fn=<AddBackward0>) 94500
tensor(244.9926, grad_fn=<AddBackward0>) 94600
tensor(444.6550, grad_fn=<AddBackward0>) 94700
tensor(256.7167, grad_fn=<AddBackward0>) 94800
tensor(549.4045, grad_fn=<AddBackward0>) 94900
tensor(344.0990, grad_fn=<AddBackward0>) 95000
tensor(295.5827, grad_fn=<AddBackward0>) 95100
tensor(371.8473, grad_fn=<AddBackward0>) 95200
tensor(233.0897, grad_fn=<AddBackward0>) 95300
tensor(237.4066, grad_fn=<AddBackward0>) 95400
tensor(276.7785, grad_fn=<AddBackward0>) 95500
tensor(418.4128, grad_fn=<AddBackward0>) 95600
tensor(217.5859, grad_fn=<AddBackward0>) 95700
tensor(329.6791, grad_fn=<AddBackward0>) 95800
tensor(261.2561, grad_fn=<AddBackward0>) 95900
tensor(317.5255, grad_fn=<AddBackward0>) 96000
tensor(228.9659, grad_fn=<AddBackward0>) 96100
tensor(230.2956, grad_fn=<AddBackward0>) 96200
tensor(185.2406, grad_fn=<AddBackward0>) 96300
tensor(242.2242, grad_fn=<AddBackward0>) 96400
tensor(207.2965, grad_fn=<AddBackward0>) 96500
tensor(309.9500, grad_fn=<AddBackward0>) 96600
tensor(322.3839, grad_fn=<AddBackward0>) 96700
tensor(190.7780, grad_fn=<AddBackward0>) 96800
tensor(211.5026, grad_fn=<AddBackward0>) 96900
tensor(207.6570, grad_fn=<AddBackward0>) 97000
tensor(246.4435, grad_fn=<AddBackward0>) 97100
tensor(145.1280, grad_fn=<AddBackward0>) 97200
tensor(253.4302, grad_fn=<AddBackward0>) 97300
tensor(368.2668, grad_fn=<AddBackward0>) 97400
tensor(159.2344, grad_fn=<AddBackward0>) 97500
tensor(387.1114, grad_fn=<AddBackward0>) 97600
tensor(408.7496, grad_fn=<AddBackward0>) 97700
tensor(262.0318, grad_fn=<AddBackward0>) 97800
tensor(407.2733, grad_fn=<AddBackward0>) 97900
tensor(186.1809, grad_fn=<AddBackward0>) 98000
tensor(182.0957, grad_fn=<AddBackward0>) 98100
tensor(257.8533, grad_fn=<AddBackward0>) 98200
tensor(329.0839, grad_fn=<AddBackward0>) 98300
tensor(211.6185, grad_fn=<AddBackward0>) 98400
tensor(323.5668, grad_fn=<AddBackward0>) 98500
tensor(302.4714, grad_fn=<AddBackward0>) 98600
tensor(195.1156, grad_fn=<AddBackward0>) 98700
tensor(381.7786, grad_fn=<AddBackward0>) 98800
tensor(415.7656, grad_fn=<AddBackward0>) 98900
tensor(218.0273, grad_fn=<AddBackward0>) 99000
tensor(213.5467, grad_fn=<AddBackward0>) 99100
tensor(317.1940, grad_fn=<AddBackward0>) 99200
tensor(325.0304, grad_fn=<AddBackward0>) 99300
tensor(229.9041, grad_fn=<AddBackward0>) 99400
tensor(448.6465, grad_fn=<AddBackward0>) 99500
tensor(260.8908, grad_fn=<AddBackward0>) 99600
tensor(228.9864, grad_fn=<AddBackward0>) 99700
tensor(190.4738, grad_fn=<AddBackward0>) 99800
tensor(171.4355, grad_fn=<AddBackward0>) 99900
tensor(292.1185, grad_fn=<AddBackward0>) 100000
DenoisingModel(
  (fc1): Linear(in_features=3, out_features=32, bias=True)
  (activation1): cosineact()
  (fc2): Linear(in_features=32, out_features=32, bias=True)
  (activation2): GELU(approximate='none')
  (fc3): Linear(in_features=32, out_features=3, bias=True)
  (activation3): GELU(approximate='none')
  (fc4): Linear(in_features=3, out_features=32, bias=True)
  (activation4): GELU(approximate='none')
  (fc5): Linear(in_features=32, out_features=32, bias=True)
  (activation5): GELU(approximate='none')
  (fc6): Linear(in_features=32, out_features=3, bias=True)
  (activation6): GELU(approximate='none')
  (fc7): Linear(in_features=3, out_features=32, bias=True)
  (activation7): GELU(approximate='none')
  (fc8): Linear(in_features=32, out_features=32, bias=True)
  (activation8): GELU(approximate='none')
  (fc9): Linear(in_features=32, out_features=2, bias=True)
)
tensor(484.0996, grad_fn=<AddBackward0>) 0
tensor(240.2251, grad_fn=<AddBackward0>) 100
tensor(299.4296, grad_fn=<AddBackward0>) 200
tensor(212.5396, grad_fn=<AddBackward0>) 300
tensor(248.9772, grad_fn=<AddBackward0>) 400
tensor(541.2728, grad_fn=<AddBackward0>) 500
tensor(183.0367, grad_fn=<AddBackward0>) 600
tensor(227.9170, grad_fn=<AddBackward0>) 700
tensor(182.2725, grad_fn=<AddBackward0>) 800
tensor(222.9330, grad_fn=<AddBackward0>) 900
tensor(345.3908, grad_fn=<AddBackward0>) 1000
tensor(342.7236, grad_fn=<AddBackward0>) 1100
tensor(235.4096, grad_fn=<AddBackward0>) 1200
tensor(199.8664, grad_fn=<AddBackward0>) 1300
tensor(362.2107, grad_fn=<AddBackward0>) 1400
tensor(255.9344, grad_fn=<AddBackward0>) 1500
tensor(241.5113, grad_fn=<AddBackward0>) 1600
tensor(190.8529, grad_fn=<AddBackward0>) 1700
tensor(209.0496, grad_fn=<AddBackward0>) 1800
tensor(492.1351, grad_fn=<AddBackward0>) 1900
tensor(340.5362, grad_fn=<AddBackward0>) 2000
tensor(251.0179, grad_fn=<AddBackward0>) 2100
tensor(219.1266, grad_fn=<AddBackward0>) 2200
tensor(252.9799, grad_fn=<AddBackward0>) 2300
tensor(470.7514, grad_fn=<AddBackward0>) 2400
tensor(364.2177, grad_fn=<AddBackward0>) 2500
tensor(421.6016, grad_fn=<AddBackward0>) 2600
tensor(192.2142, grad_fn=<AddBackward0>) 2700
tensor(394.4638, grad_fn=<AddBackward0>) 2800
tensor(303.3915, grad_fn=<AddBackward0>) 2900
tensor(273.4031, grad_fn=<AddBackward0>) 3000
tensor(293.4519, grad_fn=<AddBackward0>) 3100
tensor(211.6480, grad_fn=<AddBackward0>) 3200
tensor(232.8589, grad_fn=<AddBackward0>) 3300
tensor(254.5317, grad_fn=<AddBackward0>) 3400
tensor(346.5636, grad_fn=<AddBackward0>) 3500
tensor(243.9992, grad_fn=<AddBackward0>) 3600
tensor(303.0144, grad_fn=<AddBackward0>) 3700
tensor(142.1161, grad_fn=<AddBackward0>) 3800
tensor(206.5170, grad_fn=<AddBackward0>) 3900
tensor(336.7914, grad_fn=<AddBackward0>) 4000
tensor(317.6403, grad_fn=<AddBackward0>) 4100
tensor(267.2615, grad_fn=<AddBackward0>) 4200
tensor(283.0794, grad_fn=<AddBackward0>) 4300
tensor(465.8766, grad_fn=<AddBackward0>) 4400
tensor(206.0976, grad_fn=<AddBackward0>) 4500
tensor(218.3552, grad_fn=<AddBackward0>) 4600
tensor(201.3867, grad_fn=<AddBackward0>) 4700
tensor(199.0093, grad_fn=<AddBackward0>) 4800
tensor(266.9764, grad_fn=<AddBackward0>) 4900
tensor(244.9845, grad_fn=<AddBackward0>) 5000
tensor(241.2714, grad_fn=<AddBackward0>) 5100
tensor(410.9751, grad_fn=<AddBackward0>) 5200
tensor(291.5227, grad_fn=<AddBackward0>) 5300
tensor(253.3830, grad_fn=<AddBackward0>) 5400
tensor(216.8173, grad_fn=<AddBackward0>) 5500
tensor(312.7740, grad_fn=<AddBackward0>) 5600
tensor(274.7092, grad_fn=<AddBackward0>) 5700
tensor(307.1528, grad_fn=<AddBackward0>) 5800
tensor(218.7403, grad_fn=<AddBackward0>) 5900
tensor(249.7657, grad_fn=<AddBackward0>) 6000
tensor(155.6594, grad_fn=<AddBackward0>) 6100
tensor(395.4736, grad_fn=<AddBackward0>) 6200
tensor(240.3314, grad_fn=<AddBackward0>) 6300
tensor(263.6671, grad_fn=<AddBackward0>) 6400
tensor(171.1508, grad_fn=<AddBackward0>) 6500
tensor(407.2212, grad_fn=<AddBackward0>) 6600
tensor(307.0105, grad_fn=<AddBackward0>) 6700
tensor(164.6914, grad_fn=<AddBackward0>) 6800
tensor(459.6518, grad_fn=<AddBackward0>) 6900
tensor(234.9974, grad_fn=<AddBackward0>) 7000
tensor(277.3127, grad_fn=<AddBackward0>) 7100
tensor(257.1808, grad_fn=<AddBackward0>) 7200
tensor(244.5475, grad_fn=<AddBackward0>) 7300
tensor(274.7624, grad_fn=<AddBackward0>) 7400
tensor(203.8328, grad_fn=<AddBackward0>) 7500
tensor(272.7088, grad_fn=<AddBackward0>) 7600
tensor(154.8647, grad_fn=<AddBackward0>) 7700
tensor(233.9609, grad_fn=<AddBackward0>) 7800
tensor(236.6656, grad_fn=<AddBackward0>) 7900
tensor(203.7494, grad_fn=<AddBackward0>) 8000
tensor(264.2130, grad_fn=<AddBackward0>) 8100
tensor(248.5826, grad_fn=<AddBackward0>) 8200
tensor(230.8703, grad_fn=<AddBackward0>) 8300
tensor(257.9649, grad_fn=<AddBackward0>) 8400
tensor(251.9180, grad_fn=<AddBackward0>) 8500
tensor(201.1533, grad_fn=<AddBackward0>) 8600
tensor(312.9716, grad_fn=<AddBackward0>) 8700
tensor(217.4499, grad_fn=<AddBackward0>) 8800
tensor(234.7413, grad_fn=<AddBackward0>) 8900
tensor(208.8925, grad_fn=<AddBackward0>) 9000
tensor(239.9413, grad_fn=<AddBackward0>) 9100
tensor(185.6745, grad_fn=<AddBackward0>) 9200
tensor(330.2498, grad_fn=<AddBackward0>) 9300
tensor(210.1257, grad_fn=<AddBackward0>) 9400
tensor(183.1646, grad_fn=<AddBackward0>) 9500
tensor(181.7925, grad_fn=<AddBackward0>) 9600
tensor(181.3971, grad_fn=<AddBackward0>) 9700
tensor(378.0594, grad_fn=<AddBackward0>) 9800
tensor(215.2102, grad_fn=<AddBackward0>) 9900
tensor(194.1587, grad_fn=<AddBackward0>) 10000
tensor(471.4615, grad_fn=<AddBackward0>) 10100
tensor(145.8067, grad_fn=<AddBackward0>) 10200
tensor(158.6786, grad_fn=<AddBackward0>) 10300
tensor(255.7159, grad_fn=<AddBackward0>) 10400
tensor(255.3485, grad_fn=<AddBackward0>) 10500
tensor(364.9942, grad_fn=<AddBackward0>) 10600
tensor(235.4250, grad_fn=<AddBackward0>) 10700
tensor(205.3104, grad_fn=<AddBackward0>) 10800
tensor(225.1517, grad_fn=<AddBackward0>) 10900
tensor(215.1795, grad_fn=<AddBackward0>) 11000
tensor(302.9141, grad_fn=<AddBackward0>) 11100
tensor(155.5426, grad_fn=<AddBackward0>) 11200
tensor(293.6083, grad_fn=<AddBackward0>) 11300
tensor(238.0919, grad_fn=<AddBackward0>) 11400
tensor(305.9486, grad_fn=<AddBackward0>) 11500
tensor(221.3480, grad_fn=<AddBackward0>) 11600
tensor(241.0396, grad_fn=<AddBackward0>) 11700
tensor(371.3954, grad_fn=<AddBackward0>) 11800
tensor(277.8413, grad_fn=<AddBackward0>) 11900
tensor(321.7898, grad_fn=<AddBackward0>) 12000
tensor(155.7652, grad_fn=<AddBackward0>) 12100
tensor(205.8101, grad_fn=<AddBackward0>) 12200
tensor(341.8148, grad_fn=<AddBackward0>) 12300
tensor(252.0961, grad_fn=<AddBackward0>) 12400
tensor(233.5706, grad_fn=<AddBackward0>) 12500
tensor(213.2864, grad_fn=<AddBackward0>) 12600
tensor(158.7855, grad_fn=<AddBackward0>) 12700
tensor(218.9965, grad_fn=<AddBackward0>) 12800
tensor(408.5101, grad_fn=<AddBackward0>) 12900
tensor(319.2577, grad_fn=<AddBackward0>) 13000
tensor(261.8172, grad_fn=<AddBackward0>) 13100
tensor(226.8148, grad_fn=<AddBackward0>) 13200
tensor(356.0958, grad_fn=<AddBackward0>) 13300
tensor(216.3228, grad_fn=<AddBackward0>) 13400
tensor(181.2580, grad_fn=<AddBackward0>) 13500
tensor(183.9657, grad_fn=<AddBackward0>) 13600
tensor(251.0120, grad_fn=<AddBackward0>) 13700
tensor(450.1229, grad_fn=<AddBackward0>) 13800
tensor(184.1370, grad_fn=<AddBackward0>) 13900
tensor(248.1436, grad_fn=<AddBackward0>) 14000
tensor(256.2302, grad_fn=<AddBackward0>) 14100
tensor(225.7328, grad_fn=<AddBackward0>) 14200
tensor(315.2217, grad_fn=<AddBackward0>) 14300
tensor(242.0721, grad_fn=<AddBackward0>) 14400
tensor(166.3185, grad_fn=<AddBackward0>) 14500
tensor(290.8224, grad_fn=<AddBackward0>) 14600
tensor(263.1021, grad_fn=<AddBackward0>) 14700
tensor(405.3008, grad_fn=<AddBackward0>) 14800
tensor(217.8037, grad_fn=<AddBackward0>) 14900
tensor(440.7564, grad_fn=<AddBackward0>) 15000
tensor(334.6080, grad_fn=<AddBackward0>) 15100
tensor(231.0206, grad_fn=<AddBackward0>) 15200
tensor(224.7575, grad_fn=<AddBackward0>) 15300
tensor(186.3956, grad_fn=<AddBackward0>) 15400
tensor(256.6786, grad_fn=<AddBackward0>) 15500
tensor(381.2898, grad_fn=<AddBackward0>) 15600
tensor(270.3572, grad_fn=<AddBackward0>) 15700
tensor(290.7256, grad_fn=<AddBackward0>) 15800
tensor(224.9879, grad_fn=<AddBackward0>) 15900
tensor(278.6623, grad_fn=<AddBackward0>) 16000
tensor(215.2399, grad_fn=<AddBackward0>) 16100
tensor(310.8297, grad_fn=<AddBackward0>) 16200
tensor(205.0825, grad_fn=<AddBackward0>) 16300
tensor(149.5181, grad_fn=<AddBackward0>) 16400
tensor(357.0277, grad_fn=<AddBackward0>) 16500
tensor(268.9623, grad_fn=<AddBackward0>) 16600
tensor(213.1523, grad_fn=<AddBackward0>) 16700
tensor(234.1250, grad_fn=<AddBackward0>) 16800
tensor(256.8893, grad_fn=<AddBackward0>) 16900
tensor(229.5671, grad_fn=<AddBackward0>) 17000
tensor(133.2190, grad_fn=<AddBackward0>) 17100
tensor(241.5686, grad_fn=<AddBackward0>) 17200
tensor(276.4563, grad_fn=<AddBackward0>) 17300
tensor(297.5204, grad_fn=<AddBackward0>) 17400
tensor(201.9912, grad_fn=<AddBackward0>) 17500
tensor(429.2852, grad_fn=<AddBackward0>) 17600
tensor(463.1036, grad_fn=<AddBackward0>) 17700
tensor(335.0677, grad_fn=<AddBackward0>) 17800
